Building IRN,Building Name,District IRN,District Name,County,Region,Address,"City, State, Zip Code",Phone #,Principal,Performance Index Score 2016-17,Performance Index Percent 2016-17,Letter Grade of Performance Index,Percent of Students Not Tested,Percent of Students Below,Percent of Students Basic,Percent of Students Proficient,Percent of Students Accelerated,Percent of Students Advanced,Percent of Students Advanced Plus,Gifted Performance Index Score 2016-17,Gifted Performance Index 2016-17,Percent of Gifted Students Not Tested,Percent of Gifted Students Below,Percent of Gifted Students Basic,Percent of Gifted Students Proficient,Percent of Gifted Students Accelerated,Percent of Gifted Students Advanced,Percent of Gifted Students Advanced Plus,Performance Index Score 2015-16,Performance Index Score 2014-15,Watermark
022871,Marion L Steele High School,045195,Amherst Exempted Village,Lorain,Region 2,450 Washington St,"Amherst, OH, 44001-1552",(440) 988-4433,Michael J. May,92.884,77.4,C,0.0,6.3,18.9,40.4,20.7,13.7,0.1,110.395,92.0,0.0,0.7,2.0,25.0,28.9,42.8,0.7,89.336,101.589,
022905,Mark Twain Elementary School,044396,Miamisburg City,Montgomery,Region 10,822 N 9th St,"Miamisburg, OH, 45342-1833",(937) 866-2581,Kelly L. Marker,98.353,82.0,B,0.0,8.9,11.5,16.2,35.1,27.5,0.7,118.444,98.7,0.0,0.0,0.0,0.0,20.0,75.6,4.4,90.931,90.899,
022921,Market Street Elementary School,048306,Boardman Local,Mahoning,Region 5,5555 Market St,"Youngstown, OH, 44512-2618",(330) 782-3743,BillieJo -. Johnson,96.675,80.6,B,0.0,8.2,11.2,32.3,28.8,18.9,0.7,NC,NC,0.0,0.0,0.0,0.0,33.3,66.7,0.0,91.683,95.427,
022939,Marlboro Elementary School,049882,Marlington Local,Stark,Region 9,8131 Edison St,"Louisville, OH, 44641-8327",(330) 935-2469,Michael R. Groholy,96.466,80.4,B,0.3,9.4,10.2,28.8,28.5,22.8,0.0,119.091,99.2,0.0,0.0,0.0,0.0,9.1,90.9,0.0,96.341,99.435,
022947,Marlington High School,049882,Marlington Local,Stark,Region 9,10450 Moulin Ave NE,"Alliance, OH, 44601-5907",(330) 823-1300,Samuel T. Pepper,87.320,72.8,C,0.0,14.5,17.5,35.8,19.5,12.7,0.0,115.946,96.6,0.0,0.0,0.0,5.4,29.7,64.9,0.0,79.097,100.014,
022954,Union Elementary School,045625,Upper Sandusky Exempted Village,Wyandot,Region 7,390 W Walker St,"Upper Sandusky, OH, 43351-1364",(419) 294-5721,Janine E. McMillan,98.731,82.3,B,0.0,9.0,10.4,20.9,27.6,32.1,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.556,100.625,
022970,Marshall Elementary School,044909,Toledo City,Lucas,Region 1,415 Colburn St,"Toledo, OH, 43609-3415",(419) 671-5700,Marsha A. Jackisch,52.985,44.2,F,0.5,52.4,26.2,14.8,5.3,0.7,0.0,NC,NC,0.0,28.6,42.9,14.3,0.0,14.3,0.0,50.475,59.848,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
022996,Green Elementary School,050559,Green Local,Wayne,Region 9,200 Smithie Drive,"Smithville, OH, 44677",(330) 669-3501,Christine J. Miller,99.188,82.7,B,0.0,8.5,10.3,22.2,25.6,32.9,0.4,119.011,99.2,0.0,0.0,0.0,0.0,13.2,83.5,3.3,95.037,84.367,
023036,Martins Ferry High School,044347,Martins Ferry City,Belmont,Region 12,5000 Ayers Lime Stone Rd,"Martins Ferry, OH, 43935-1588",(740) 633-0684,Larry Mamone II,71.209,59.3,D,0.2,31.0,25.7,21.3,11.9,7.5,2.4,114.828,95.7,0.0,0.0,3.4,13.8,20.7,44.8,17.2,73.266,88.624,
023069,Mary B Martin School,043786,Cleveland Municipal,Cuyahoga,Region 3,8200 Brookline Ave,"Cleveland, OH, 44103-4214",(216) 838-1600,Gary R. McPherson,42.274,35.2,F,2.0,69.4,19.3,5.6,1.7,2.0,0.0,NC,NC,0.0,50.0,0.0,50.0,0.0,0.0,0.0,38.995,49.954,
023077,Minerva Elementary School,049890,Minerva Local,Stark,Region 9,130 Bonnieview Ave,"Minerva, OH, 44657-2024",(330) 868-4011,Mark D. Scott,93.359,77.8,C,0.7,10.0,15.5,23.9,27.3,22.5,0.1,117.347,97.8,0.0,0.0,0.0,6.1,16.3,75.5,2.0,89.392,89.313,
023085,Mary M Bethune,043786,Cleveland Municipal,Cuyahoga,Region 3,11815 Moulton Ave,"Cleveland, OH, 44106-1432",(216) 838-2250,Melanie A. Nakonachny,62.151,51.8,D,0.2,43.7,24.7,13.3,7.6,10.5,0.0,NC,NC,0.0,0.0,0.0,33.3,0.0,66.7,0.0,59.229,65.644,
023093,Maryland Elementary School,043620,Bexley City,Franklin,Region 11,2754 Maryland Ave,"Bexley, OH, 43209-1067",(614) 237-3280,Jon S. Hood,95.628,79.7,C,0.2,8.7,14.3,25.1,29.2,20.5,1.9,115.672,96.4,0.0,0.0,0.7,9.0,29.1,53.0,8.2,95.729,99.572,
023119,Marysville High School,045476,Marysville Exempted Village,Union,Region 11,800 Amrine Mill Rd,"Marysville, OH, 43040-1004",(937) 642-0010,Thomas R. Cochran,88.475,73.7,C,1.5,13.2,13.8,36.9,22.5,12.2,0.0,114.220,95.2,0.0,0.0,0.0,10.1,37.6,52.3,0.0,80.400,98.912,
023127,Bunsold Middle School,045476,Marysville Exempted Village,Union,Region 11,833 N Maple St,"Marysville, OH, 43040-1056",(937) 642-1721,Michelle A. Kaffenbarger,94.110,78.4,C,0.7,9.8,14.2,25.6,28.8,18.4,2.5,116.914,97.4,0.4,0.0,0.8,4.5,27.2,51.9,15.2,94.398,95.606,
023135,Mason Community Learning Center,043489,Akron City,Summit,Region 8,700 E Exchange St,"Akron, OH, 44306-1036",(330) 761-2237,Angela D. Harper Brooks,69.267,57.7,D,0.0,30.5,28.4,24.9,12.3,3.8,0.0,107.222,89.4,0.0,5.6,0.0,22.2,33.3,38.9,0.0,64.792,78.873,
023143,Symmes Valley Elementary School,047969,Symmes Valley Local,Lawrence,Region 15,14860 State Route 141,"Willow Wood, OH, 45696-9015",(740) 643-0022,Eric A. Holmes,85.716,71.4,C,0.0,17.0,18.9,27.2,21.5,15.3,0.0,114.375,95.3,0.0,0.0,0.0,12.5,31.3,56.3,0.0,84.027,87.611,
023150,Mason Elementary School,043711,Canton City,Stark,Region 9,316 30th St NW,"Canton, OH, 44709-3106",(330) 588-2156,Renee A. Brown,81.287,67.7,D,0.4,20.9,20.4,25.3,20.9,11.9,0.1,109.107,90.9,5.4,0.0,1.8,5.4,25.0,60.7,1.8,78.003,86.234,
023192,Matamoras Elementary School,050492,Frontier Local,Washington,Region 16,PO Box 339,"New Matamoras, OH, 45767-0339",(740) 865-3422,,83.134,69.3,D,0.0,18.9,22.9,20.4,20.4,17.4,0.0,NC,NC,0.0,0.0,0.0,0.0,15.4,84.6,0.0,75.688,77.330,
023218,Mathews High School,050153,Mathews Local,Trumbull,Region 5,4429 Warren Sharon Rd,"Vienna, OH, 44473-9644",(330) 394-1138,Robert R. Cameron,86.154,71.8,C,0.0,10.9,26.2,33.0,18.1,10.9,0.9,114.138,95.1,0.0,0.0,0.0,17.2,31.0,44.8,6.9,82.541,95.410,
023226,Maude Marshall Elementary School,046151,Talawanda City,Butler,Region 13,3260 Oxford Millville Rd,"Oxford, OH, 45056-9430",(513) 273-3600,Chad A. Hinton,93.480,77.9,C,0.0,10.3,14.1,30.6,26.4,18.4,0.2,117.143,97.6,0.0,0.0,0.0,3.6,23.2,71.4,1.8,92.896,91.875,
023234,Gateway Middle School,044362,Maumee City,Lucas,Region 1,900 Gibbs St,"Maumee, OH, 43537-2867",(419) 893-3386,Angela L. Wojcik,92.551,77.1,C,0.2,12.3,13.7,26.3,26.9,19.7,0.8,117.213,97.7,0.0,0.5,0.0,4.4,20.2,68.9,6.0,84.062,88.950,
023242,Maumee High School,044362,Maumee City,Lucas,Region 1,1147 Saco St,"Maumee, OH, 43537-2916",(419) 893-8778,Matthew R. Dick,85.189,71.0,C,0.0,13.7,23.3,34.8,17.1,9.1,2.0,117.571,98.0,0.0,0.0,0.0,5.7,31.4,44.3,18.6,82.978,96.917,
023259,Max S Hayes High School,043786,Cleveland Municipal,Cuyahoga,Region 3,2211 W 65th St,"Cleveland, OH, 44102-5324",(216) 838-9400,,49.716,41.4,F,0.0,56.9,27.0,13.3,2.3,0.5,0.0,82.000,68.3,0.0,10.0,30.0,50.0,10.0,0.0,0.0,43.163,65.346,
023283,Mayfield Elementary School,044404,Middletown City,Butler,Region 13,3325 Burbank Ave,"Middletown, OH, 45044-5363",(513) 420-4549,Heather L. Keal,81.667,68.1,D,0.0,20.6,20.4,28.2,19.5,11.4,0.0,112.800,94.0,0.0,0.0,4.0,4.0,40.0,52.0,0.0,78.910,78.127,
023291,Westfield/Robinson Achievement,044909,Toledo City,Lucas,Region 1,1075 Horace St,"Toledo, OH, 43606-4859",(419) 671-4200,,31.569,26.3,F,13.7,72.5,9.8,3.9,0.0,0.0,0.0,NC,NC,0.0,50.0,0.0,50.0,0.0,0.0,0.0,30.000,31.365,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
023317,Mayfield Center Elementary School,044370,Mayfield City,Cuyahoga,Region 3,6625 Wilson Mills Rd,"Mayfield, OH, 44143-3406",(440) 995-7400,Katharine A. Rateno,98.893,82.4,B,0.0,7.5,12.1,21.8,28.2,29.3,1.1,117.568,98.0,0.0,0.0,0.9,2.7,18.9,72.1,5.4,99.040,101.855,
023325,Mayfield High School,044370,Mayfield City,Cuyahoga,Region 3,6116 Wilson Mills Rd,"Cleveland, OH, 44143-2105",(440) 995-6900,Jeffrey M. Legan,95.391,79.5,C,0.0,8.1,13.6,35.7,22.5,17.6,2.5,116.433,97.0,0.0,0.6,1.3,6.4,26.8,47.8,17.2,93.924,106.309,
023358,Maysville High School,048850,Maysville Local,Muskingum,Region 12,3725 Panther Drive,"Zanesville, OH, 43701",(740) 454-7999,Jason C. Bunting,82.117,68.4,D,0.0,17.6,22.3,35.2,16.2,8.7,0.0,115.238,96.0,0.0,0.0,0.0,9.5,28.6,61.9,0.0,78.903,95.344,
023374,Central Elementary,050393,Vinton County Local,Vinton,Region 16,507 Jefferson Ave,"Mc Arthur, OH, 45651-1058",(740) 596-4155,TERESA L. SNIDER-BORING,88.714,73.9,C,0.0,13.1,19.5,29.3,19.5,18.6,0.0,112.903,94.1,0.0,0.0,2.2,14.0,30.1,53.8,0.0,91.170,80.247,
023382,McEbright Community Learning Center,043489,Akron City,Summit,Region 8,349 Cole Ave,"Akron, OH, 44301-1820",(330) 761-7940,Deborah L. Musiek,68.259,56.9,D,0.6,33.5,24.1,25.6,12.3,3.8,0.0,NC,NC,0.0,12.5,0.0,12.5,37.5,37.5,0.0,63.791,81.149,
023390,St. Marys Middle School,044727,St Marys City,Auglaize,Region 6,2250 St. Rt. 66 N,"Saint Marys, OH, 45885-2508",(419) 394-2112,Mary J. Miller,92.324,76.9,C,0.0,11.1,16.7,24.9,26.4,20.8,0.0,117.253,97.7,0.0,0.0,1.1,2.2,16.5,80.2,0.0,90.675,99.001,
023424,McClain High School,045401,Greenfield Exempted Village,Highland,Region 14,200 N 5th St,"Greenfield, OH, 45123-1373",(937) 981-7731,Danny L. Strain,77.870,64.9,D,0.0,20.2,25.6,37.4,11.0,5.6,0.2,109.184,91.0,0.0,0.0,4.1,24.5,34.7,36.7,0.0,67.980,89.748,
023440,McComb Local Elementary School,047456,McComb Local,Hancock,Region 1,328 S Todd St,"McComb, OH, 45858-0877",(419) 293-3286,Matthew A. Harp,93.240,77.7,C,0.0,9.6,15.8,29.1,28.4,17.0,0.2,116.071,96.7,0.0,0.0,0.0,1.8,37.5,58.9,1.8,85.741,88.831,
023457,McComb Local High School,047456,McComb Local,Hancock,Region 1,328 S Todd St,"McComb, OH, 45858-0877",(419) 293-3853,Jeremy J. Herr,79.899,66.6,D,0.0,14.6,31.2,33.7,15.6,5.0,0.0,NC,NC,0.0,9.1,0.0,9.1,27.3,54.5,0.0,73.892,95.650,
023473,McCormick Junior High,044131,Huron City Schools,Erie,Region 2,325 Ohio St,"Huron, OH, 44839-2702",(419) 433-1234,Chad M. Carter,90.471,75.4,C,0.0,13.9,13.2,33.0,25.7,12.9,1.3,113.043,94.2,0.0,0.0,3.3,17.4,22.8,48.9,7.6,92.279,103.186,
023515,McDonald High School,050229,McDonald Local,Trumbull,Region 5,600 Iowa Ave,"Mc Donald, OH, 44437-1677",(330) 530-8051,Gary R. Carkido,88.107,73.4,C,0.8,13.2,17.5,32.5,22.2,11.7,2.1,118.519,98.8,0.0,0.0,0.0,7.4,25.9,40.7,25.9,87.560,98.689,
023523,McDowell Elementary School,050021,Hudson City,Summit,Region 8,280 N Hayden Pkwy,"Hudson, OH, 44236-3154",(330) 653-1246,Mark P. Leventhal,106.430,88.7,B,0.5,3.2,7.7,14.1,26.4,48.1,0.0,118.261,98.6,0.0,0.0,0.9,0.9,10.4,87.8,0.0,105.906,108.825,
023531,McGregor Elementary School,043711,Canton City,Stark,Region 9,2339 17th St SW,"Canton, OH, 44706-2770",(330) 452-7069,Marianna S. Arvidson,NC,NC,NR,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
023549,Mcgregor Elementary School,048231,Washington Local,Lucas,Region 1,3535 Mcgregor Ln,"Toledo, OH, 43623-1814",(419) 473-8279,Gerald E. Bell,94.368,78.6,C,0.0,9.7,13.8,30.1,25.6,20.8,0.0,117.500,97.9,0.0,0.0,0.0,3.8,17.3,78.8,0.0,88.889,94.962,
023572,McGuffey Elementary School,044453,Newark City,Licking,Region 11,130 Green Wave Dr,"Newark, OH, 43055-2715",(740) 670-7140,Cynthia M. Baker,80.395,67.0,D,0.0,21.1,23.7,23.2,17.5,14.5,0.0,109.070,90.9,0.0,0.0,9.3,9.3,34.9,46.5,0.0,83.494,92.645,
023606,Columbus Alternative High School,043802,Columbus City,Franklin,Region 11,2632 Mcguffey Rd,"Columbus, OH, 43211-1237",(614) 365-6006,Darryl C. Sanders,88.439,73.7,C,2.1,9.9,18.6,37.3,16.9,13.4,1.9,113.187,94.3,1.1,0.0,1.1,14.3,26.9,49.5,7.1,84.264,101.191,
023648,McKinley Elementary School,044909,Toledo City,Lucas,Region 1,3344 Westland Ave,"Toledo, OH, 43613-5167",(419) 671-3750,John M. Korenowsky,53.971,45.0,F,0.4,50.9,27.0,15.2,4.4,2.1,0.0,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.980,61.960,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
023671,McKinley Elementary School,045153,Xenia Community City,Greene,Region 10,819 Colorado Dr,"Xenia, OH, 45385-4859",(937) 372-1251,Garry L. Hawes,87.890,73.2,C,0.9,14.5,17.4,25.5,24.0,17.6,0.0,115.213,96.0,0.0,0.0,1.1,4.3,33.0,61.7,0.0,85.989,87.510,
023689,McKinley School,043786,Cleveland Municipal,Cuyahoga,Region 3,3349 W 125th St,"Cleveland, OH, 44111-2640",(216) 251-4175,VICTORIA L. JANKE-MOUSTY,67.273,56.1,D,1.1,29.5,32.2,22.0,10.6,4.5,0.0,NC,NC,0.0,0.0,28.6,28.6,28.6,14.3,0.0,60.117,68.814,
023705,Horace Mann Elementary School,044198,Lakewood City,Cuyahoga,Region 3,1215 W Clifton Blvd,"Lakewood, OH, 44107-1008",(216) 529-4257,Merritt F. Waters,96.594,80.5,B,0.3,7.4,15.0,21.5,31.6,24.3,0.0,116.571,97.1,0.0,0.0,0.0,2.9,28.6,68.6,0.0,91.316,88.283,
023804,Mckinley Elementary School,045369,Fairport Harbor Exempted Village,Lake,Region 4,602 Plum St,"Fairport Harbor, OH, 44077-5647",(440) 354-4982,Jennifer A. Polak,83.772,69.8,D,0.0,17.4,21.3,27.3,23.3,10.7,0.0,NC,NC,0.0,0.0,9.5,28.6,38.1,23.8,0.0,80.172,91.758,
023812,Mckinley Elementary School,043943,Elyria City Schools,Lorain,Region 2,620 E River St,"Elyria, OH, 44035-5900",(440) 284-8009,Virginia M. Fitch,87.416,72.8,C,0.0,12.9,22.0,28.3,21.4,14.7,0.7,118.529,98.8,0.0,0.0,0.0,2.9,17.6,70.6,8.8,84.206,70.046,
023820,McKinley Elementary School,045450,Lisbon Exempted Village,Columbiana,Region 5,441 E Chestnut St,"Lisbon, OH, 44432-1366",(330) 424-9869,Daniel D. Kemats,96.315,80.3,B,0.0,10.4,12.4,21.7,25.7,29.8,0.0,117.073,97.6,0.0,0.0,0.0,2.4,24.4,73.2,0.0,91.543,97.329,
023838,McKinley High School,044495,Niles City,Trumbull,Region 5,616 Dragon Dr,"Niles, OH, 44446-5144",(330) 652-9968,Michael S. Guarnieri,80.470,67.1,D,0.9,16.6,25.6,33.7,13.8,8.5,0.8,111.324,92.8,0.0,2.9,2.9,8.8,32.4,45.6,7.4,77.478,93.519,
023846,McKinley High School,043711,Canton City,Stark,Region 9,2323 17th St NW,"Canton, OH, 44708-2601",(330) 438-2712,Corey D. Grubbs,61.617,51.3,D,1.9,38.4,27.4,22.2,6.7,3.3,0.0,100.659,83.9,2.2,4.4,6.6,29.7,29.7,26.4,1.1,58.514,82.610,
023879,Mckinley High School,048355,Sebring Local,Mahoning,Region 5,225 E Indiana Ave,"Sebring, OH, 44672-1432",(330) 938-2963,Christopher J. Corbi,74.667,62.2,D,0.0,24.3,27.2,28.1,14.8,5.2,0.3,NC,NC,0.0,0.0,0.0,25.0,43.8,25.0,6.3,68.538,90.517,
023903,McMullen Elementary School,045468,Loudonville-Perrysville Exempted Village,Ashland,Region 7,224 E Bustle St,"Loudonville, OH, 44842-1508",(419) 994-3913,Annette M. Gorrell,101.711,84.8,B,0.0,5.3,10.5,21.7,28.9,33.6,0.0,NC,NC,0.0,0.0,0.0,0.0,10.0,90.0,0.0,90.133,94.815,
023929,McTigue Elementary School,044909,Toledo City,Lucas,Region 1,5555 Nebraska Ave,"Toledo, OH, 43615-4636",(419) 671-1200,Tiffany A. Turner,63.700,53.1,D,0.6,36.4,30.5,17.5,10.2,4.8,0.0,NC,NC,0.0,0.0,14.3,42.9,28.6,14.3,0.0,57.909,62.079,Educator and principal data may be incomplete due to local reporting error. Contact district for more information.
023960,Meadowbrook High School,047308,Rolling Hills Local,Guernsey,Region 12,58615 Marietta Rd,"Byesville, OH, 43723-9705",(740) 685-2566,Molly A. Kaplet,69.314,57.8,D,0.4,29.6,29.0,25.2,10.6,4.9,0.2,110.938,92.4,0.0,0.0,0.0,28.1,37.5,31.3,3.1,67.799,89.133,
023978,Meadowdale PreK-6 School,043844,Dayton City,Montgomery,Region 10,3871 Yellowstone Ave,"Dayton, OH, 45416-2236",(937) 542-5390,Therman C. Sampson,46.825,39.0,F,3.0,59.8,22.7,8.9,3.2,2.4,0.0,NC,NC,50.0,0.0,0.0,0.0,0.0,50.0,0.0,45.530,54.307,
023986,Meadowdale High School,043844,Dayton City,Montgomery,Region 10,3873 Whitestone Ct,"Dayton, OH, 45416-2260",(937) 542-7030,Donetrus G. Hill,38.625,32.2,F,1.4,76.1,17.2,4.2,0.5,0.6,0.0,NC,NC,0.0,16.7,66.7,0.0,16.7,0.0,0.0,44.142,62.199,
023994,Meadowlawn Elementary School,046813,Perkins Local,Erie,Region 2,1313 E Strub Rd,"Sandusky, OH, 44870-5684",(419) 625-0214,Cristin R. Cicco,91.356,76.1,C,0.3,13.3,13.7,27.6,26.1,19.0,0.0,115.818,96.5,0.0,0.9,0.0,6.4,20.9,71.8,0.0,85.088,84.702,
024000,Meadowvale Elementary School,048231,Washington Local,Lucas,Region 1,2755 Edgebrook Dr,"Toledo, OH, 43613-1266",(419) 473-8284,Christine M. Williams,83.925,69.9,D,0.2,18.1,19.4,27.6,23.8,10.6,0.2,113.271,94.4,0.0,0.0,1.9,10.3,37.4,48.6,1.9,81.128,88.471,
024018,Dohron Wilson Elementary School,045484,Mechanicsburg Exempted Village,Champaign,Region 6,60 High St,"Mechanicsburg, OH, 43044-1071",(937) 834-2453,William S. Wasserman,96.756,80.6,B,0.0,8.1,13.4,24.8,29.8,24.0,0.0,115.714,96.4,0.0,0.0,2.9,5.7,14.3,77.1,0.0,88.154,91.491,
024026,Mechanicsburg High School,045484,Mechanicsburg Exempted Village,Champaign,Region 6,60 High St,"Mechanicsburg, OH, 43044-1071",(937) 834-2453,Paul T. Hershberger Jr.,88.757,74.0,C,0.0,9.6,22.0,37.3,19.2,11.9,0.0,NC,NC,0.0,0.0,0.0,0.0,0.0,100.0,0.0,73.593,102.299,
024042,Medill Elementary School,044206,Lancaster City,Fairfield,Region 11,1160 Sheridan Dr,"Lancaster, OH, 43130-3219",(740) 687-7352,Jennifer K. Woods,89.383,74.5,C,0.1,15.9,13.2,28.2,26.1,16.3,0.1,113.933,94.9,0.0,0.0,3.4,4.5,32.6,58.4,1.1,80.754,93.932,
024059,Claggett Middle School,044388,Medina City SD,Medina,Region 8,420 E Union St,"Medina, OH, 44256-1929",(330) 636-3600,Paul M. Worsencroft,90.051,75.0,C,0.4,11.7,18.0,28.7,25.5,14.4,1.3,112.680,93.9,0.4,0.2,2.4,11.5,34.9,44.2,6.3,87.686,92.005,
024067,Medina Middle School,043802,Columbus City,Franklin,Region 11,1425 Huy Rd,"Columbus, OH, 43224-3529",(614) 365-6050,Charmaine W. Tinker,49.014,40.8,F,3.1,56.6,22.7,12.1,4.2,1.2,0.2,98.846,82.4,0.0,7.7,11.5,26.9,26.9,19.2,7.7,46.305,59.952,
024075,Medina High School,044388,Medina City SD,Medina,Region 8,777 E Union St,"Medina, OH, 44256-1970",(330) 636-3200,Jeffrey D. Harrison,88.555,73.8,C,1.1,9.3,19.3,41.0,20.3,9.0,0.0,109.125,90.9,0.3,0.3,2.2,27.5,34.1,35.6,0.0,84.353,102.268,
024117,Meigs High School,048520,Meigs Local,Meigs,Region 16,42091 Pomeroy Pike,"Pomeroy, OH, 45769-9451",(740) 992-2158,Travis J. Abbott,76.935,64.1,D,0.8,19.2,27.8,35.3,11.1,5.8,0.0,96.829,80.7,0.0,4.9,14.6,39.0,22.0,19.5,0.0,74.602,93.764,
024141,Melridge Elementary School,047894,Riverside Local,Lake,Region 4,6689 Melridge Dr,"Painesville, OH, 44077-2151",(440) 352-3854,Julie A. Weber,101.626,84.7,B,0.0,7.5,7.5,21.3,29.0,34.7,0.0,118.451,98.7,0.0,0.0,0.0,1.4,12.7,85.9,0.0,98.820,97.085,
024166,Melrose Elementary School,045120,Wooster City,Wayne,Region 9,1641 Sunset Ln,"Wooster, OH, 44691-1823",(330) 345-6434,Kaylee M. Harrell,95.036,79.2,C,0.7,9.6,13.2,26.4,22.1,27.9,0.0,118.182,98.5,0.0,0.0,0.0,3.0,12.1,84.8,0.0,93.717,96.549,
024190,Memorial High School,043703,Campbell City,Mahoning,Region 5,280 6th St,"Campbell, OH, 44405-1325",(330) 799-1515,Jacquelyn D. Hampton,72.451,60.4,D,2.7,25.2,24.3,28.2,14.2,5.2,0.2,NC,NC,0.0,0.0,0.0,0.0,14.3,85.7,0.0,71.119,83.218,
024208,St Marys Memorial High School,044727,St Marys City,Auglaize,Region 6,2250 State Route 66 N,"Saint Marys, OH, 45885-2523",(419) 394-4011,George W. Ruane,89.094,74.2,C,0.0,10.1,19.3,39.7,23.2,7.5,0.2,113.667,94.7,0.0,0.0,0.0,10.0,46.7,40.0,3.3,81.774,100.810,
024216,Memorial Junior High School,044792,South Euclid-Lyndhurst City,Cuyahoga,Region 3,1250 Professor Rd,"Cleveland, OH, 44124-2309",(216) 691-2140,Dominick A. Kaple,70.609,58.8,D,0.3,32.1,23.9,21.2,15.6,6.4,0.4,109.583,91.3,0.0,1.0,7.3,10.4,35.4,40.6,5.2,64.411,87.241,
024224,Memorial Middle School,045492,Mentor Exempted Village,Lake,Region 4,8979 Mentor Ave,"Mentor, OH, 44060-6326",(440) 974-2250,Adam P. Dudziak,95.135,79.3,C,0.5,8.4,14.1,27.5,27.7,21.2,0.5,113.962,95.0,0.3,0.3,1.3,11.9,25.5,57.5,3.1,96.125,96.635,
024273,Wright Brothers Elementary School,048751,Huber Heights City,Montgomery,Region 10,5701 Rosebury Dr,"Huber Heights, OH, 45424-4351",(937) 237-6355,Frank F. Holloway Jr.,79.967,66.6,D,1.6,19.8,21.5,27.8,19.5,9.5,0.4,115.472,96.2,0.0,0.0,1.9,5.7,30.2,54.7,7.5,77.964,77.358,
024281,Mentor High School,045492,Mentor Exempted Village,Lake,Region 4,6477 Center St,"Mentor, OH, 44060-4109",(440) 974-5300,Andrew R. Fetchik,93.053,77.5,C,0.1,9.1,15.9,34.2,23.1,17.5,0.1,113.428,94.5,0.0,0.4,1.4,10.6,33.9,52.7,1.1,85.707,102.177,
024307,Mercer Elementary School,044750,Shaker Heights City,Cuyahoga,Region 3,23325 Wimbledon Rd,"Shaker Heights, OH, 44122-3163",(216) 295-4070,J. Lindsay Florence,96.340,80.3,B,0.0,10.5,13.4,17.6,27.1,31.0,0.3,118.718,98.9,0.0,0.0,0.0,0.0,15.4,82.1,2.6,96.241,91.452,
024323,Merwin Elementary School,046359,West Clermont Local,Clermont,Region 13,1040 Gaskins Rd,"Cincinnati, OH, 45245-2746",(513) 947-7800,Cheryl A. Turner,97.856,81.5,B,0.0,8.6,11.1,23.0,31.2,26.0,0.0,118.333,98.6,0.0,0.0,0.0,0.0,16.7,83.3,0.0,96.162,95.965,
024331,Mesopotamia Elementary School,050096,Bloomfield-Mespo Local,Trumbull,Region 5,PO Box 229,"Mesopotamia, OH, 44439-0229",(440) 693-4125,Russell T. McQuaide,97.907,81.6,B,0.0,5.8,17.4,20.9,23.3,31.4,1.2,NC,NC,0.0,0.0,0.0,0.0,16.7,66.7,16.7,91.527,91.699,
024349,Evergreen Middle School,047050,Evergreen Local,Fulton,Region 1,14544 County Road 6,"Metamora, OH, 43540-9741",(419) 644-2331,Joseph E. Zabowski,93.896,78.2,C,0.0,10.3,13.8,30.7,26.4,17.0,1.8,117.087,97.6,0.0,0.0,0.0,6.8,28.2,52.4,12.6,89.567,92.684,
024364,Miami East Junior High School,048629,Miami East Local,Miami,Region 10,4025 N State Route 589,"Casstown, OH, 45312-8751",(937) 335-5439,Allen D. Mack,96.438,80.4,B,0.0,7.6,13.5,28.2,30.2,20.6,0.0,113.165,94.3,0.0,0.0,2.2,10.8,33.8,53.2,0.0,93.591,98.331,
024372,Miami East High School,048629,Miami East Local,Miami,Region 10,3925 N State Route 589,"Casstown, OH, 45312-9776",(937) 335-7070,Todd A. Gentis,97.575,81.3,B,0.0,5.5,13.2,33.7,27.9,19.6,0.0,112.368,93.6,0.0,0.0,1.3,11.8,44.7,42.1,0.0,94.050,101.350,
024398,Madeira Elementary School,044289,Madeira City,Hamilton,Region 13,7840 Thomas Dr,"Cincinnati, OH, 45243-1928",(513) 985-6080,,112.389,93.7,A,0.2,1.3,2.8,10.7,24.1,61.0,0.0,118.922,99.1,0.0,0.0,0.0,0.0,10.8,89.2,0.0,110.887,105.534,
024414,Miami Trace High School,046920,Miami Trace Local,Fayette,Region 14,3722 State Route 41 NW,"Washington Court Hou, OH, 43160-9408",(740) 333-4700,Robert Enochs,84.309,70.3,C,0.4,14.1,23.9,33.8,15.9,9.9,2.0,114.348,95.3,0.0,0.0,1.1,16.3,29.3,41.3,12.0,79.866,95.813,
024422,Miamisburg High School,044396,Miamisburg City,Montgomery,Region 10,1860 Belvo Rd,"Miamisburg, OH, 45342-3870",(937) 866-0771,Craig A. Morris,88.935,74.1,C,0.2,12.1,18.2,35.4,20.2,12.5,1.3,111.647,93.0,0.0,0.6,4.7,18.2,22.4,45.3,8.8,86.413,99.085,
